Date,InstrumentID,Yield
24/01/2025,EU2035,0.040325196
27/01/2025,EU2035,0.041290508
28/01/2025,EU2035,0.039553932
29/01/2025,EU2035,0.037239879
30/01/2025,EU2035,0.037088247
31/01/2025,EU2035,0.034442479
03/02/2025,EU2035,0.032966924
04/02/2025,EU2035,0.033501935
05/02/2025,EU2035,0.035707501
06/02/2025,EU2035,0.036753799
07/02/2025,EU2035,0.031968606
10/02/2025,EU2035,0.032518281
11/02/2025,EU2035,0.0325868
12/02/2025,EU2035,0.033336977
13/02/2025,EU2035,0.036469287
14/02/2025,EU2035,0.032148732
17/02/2025,EU2035,0.030902063
18/02/2025,EU2035,0.032056814
19/02/2025,EU2035,0.02883192
20/02/2025,EU2035,0.031818861
21/02/2025,EU2035,0.032501008
24/02/2025,EU2035,0.034119146
25/02/2025,EU2035,0.032853684
26/02/2025,EU2035,0.034395601
27/02/2025,EU2035,0.036400676
28/02/2025,EU2035,0.036674412
03/03/2025,EU2035,0.036942981
04/03/2025,EU2035,0.037275378
05/03/2025,EU2035,0.035330427
06/03/2025,EU2035,0.034875456
07/03/2025,EU2035,0.034424148
10/03/2025,EU2035,0.035058211
11/03/2025,EU2035,0.036906113
12/03/2025,EU2035,0.034581858
13/03/2025,EU2035,0.034194384
14/03/2025,EU2035,0.037031463
17/03/2025,EU2035,0.035333343
18/03/2025,EU2035,0.033528843
19/03/2025,EU2035,0.03382759
20/03/2025,EU2035,0.035401532
21/03/2025,EU2035,0.035262339
24/03/2025,EU2035,0.03776239
25/03/2025,EU2035,0.039243106
26/03/2025,EU2035,0.040649453
27/03/2025,EU2035,0.041438202
28/03/2025,EU2035,0.045750362
31/03/2025,EU2035,0.044867528
01/04/2025,EU2035,0.040414458
02/04/2025,EU2035,0.043310533
03/04/2025,EU2035,0.041995818
04/04/2025,EU2035,0.041851704
07/04/2025,EU2035,0.044115254
08/04/2025,EU2035,0.040487278
09/04/2025,EU2035,0.037669365
10/04/2025,EU2035,0.034236728
11/04/2025,EU2035,0.032521354
14/04/2025,EU2035,0.033324986
15/04/2025,EU2035,0.034273612
16/04/2025,EU2035,0.034697952
17/04/2025,EU2035,0.031731482
18/04/2025,EU2035,0.027059331
21/04/2025,EU2035,0.027256258
22/04/2025,EU2035,0.026395018
23/04/2025,EU2035,0.027421939
24/04/2025,EU2035,0.028903188
25/04/2025,EU2035,0.029212575
28/04/2025,EU2035,0.030756464
29/04/2025,EU2035,0.031192193
30/04/2025,EU2035,0.032216557
01/05/2025,EU2035,0.030740714
02/05/2025,EU2035,0.030359269
05/05/2025,EU2035,0.030742043
06/05/2025,EU2035,0.032360839
07/05/2025,EU2035,0.031502532
08/05/2025,EU2035,0.03249979
09/05/2025,EU2035,0.031893119
12/05/2025,EU2035,0.031601241
13/05/2025,EU2035,0.033212242
14/05/2025,EU2035,0.029129754
15/05/2025,EU2035,0.026562917
16/05/2025,EU2035,0.023701658
19/05/2025,EU2035,0.019223376
20/05/2025,EU2035,0.018190146
21/05/2025,EU2035,0.02004331
22/05/2025,EU2035,0.019772242
23/05/2025,EU2035,0.020474655
26/05/2025,EU2035,0.02293885
27/05/2025,EU2035,0.025806057
28/05/2025,EU2035,0.0257936
29/05/2025,EU2035,0.028626963
30/05/2025,EU2035,0.028852408
02/06/2025,EU2035,0.027212039
03/06/2025,EU2035,0.026106877
04/06/2025,EU2035,0.023262598
05/06/2025,EU2035,0.021688452
06/06/2025,EU2035,0.021221765
09/06/2025,EU2035,0.023092282
10/06/2025,EU2035,0.026741054
11/06/2025,EU2035,0.024074459
12/06/2025,EU2035,0.02503788
13/06/2025,EU2035,0.023105656
16/06/2025,EU2035,0.02426188
17/06/2025,EU2035,0.024171851
18/06/2025,EU2035,0.020684883
19/06/2025,EU2035,0.022820931
20/06/2025,EU2035,0.021826302
23/06/2025,EU2035,0.021003712
24/06/2025,EU2035,0.019134096
25/06/2025,EU2035,0.018151506
26/06/2025,EU2035,0.019362742
27/06/2025,EU2035,0.019303371
30/06/2025,EU2035,0.020281594
01/07/2025,EU2035,0.02129699
02/07/2025,EU2035,0.024199404
03/07/2025,EU2035,0.023687849
04/07/2025,EU2035,0.020923498
07/07/2025,EU2035,0.023330238
08/07/2025,EU2035,0.022867354
09/07/2025,EU2035,0.025310519
10/07/2025,EU2035,0.026217957
11/07/2025,EU2035,0.026069144
14/07/2025,EU2035,0.026884621
15/07/2025,EU2035,0.030880108
16/07/2025,EU2035,0.035007665
17/07/2025,EU2035,0.034996198
18/07/2025,EU2035,0.035166693
21/07/2025,EU2035,0.037164172
22/07/2025,EU2035,0.035257925
23/07/2025,EU2035,0.035766328
24/07/2025,EU2035,0.035541613
25/07/2025,EU2035,0.036003181
28/07/2025,EU2035,0.034156348
29/07/2025,EU2035,0.030852522
30/07/2025,EU2035,0.02668098
31/07/2025,EU2035,0.024545782
01/08/2025,EU2035,0.023792058
04/08/2025,EU2035,0.023391913
05/08/2025,EU2035,0.027464618
06/08/2025,EU2035,0.029752666
07/08/2025,EU2035,0.027835904
08/08/2025,EU2035,0.028596244
11/08/2025,EU2035,0.0278242
12/08/2025,EU2035,0.027320746
13/08/2025,EU2035,0.027771775
14/08/2025,EU2035,0.029076964
15/08/2025,EU2035,0.028426138
18/08/2025,EU2035,0.030601057
19/08/2025,EU2035,0.028299149
20/08/2025,EU2035,0.028362853
21/08/2025,EU2035,0.033607315
22/08/2025,EU2035,0.033945255
25/08/2025,EU2035,0.036693326
26/08/2025,EU2035,0.036675567
27/08/2025,EU2035,0.037636854
28/08/2025,EU2035,0.037294182
29/08/2025,EU2035,0.036734541
01/09/2025,EU2035,0.03497354
02/09/2025,EU2035,0.035684937
03/09/2025,EU2035,0.033811314
04/09/2025,EU2035,0.035028145
05/09/2025,EU2035,0.037047875
08/09/2025,EU2035,0.037569501
09/09/2025,EU2035,0.036769919
10/09/2025,EU2035,0.037474753
11/09/2025,EU2035,0.036633164
12/09/2025,EU2035,0.038305263
15/09/2025,EU2035,0.034393293
16/09/2025,EU2035,0.03359028
17/09/2025,EU2035,0.029500947
18/09/2025,EU2035,0.026525797
19/09/2025,EU2035,0.029357748
22/09/2025,EU2035,0.031167385
23/09/2025,EU2035,0.029693403
24/09/2025,EU2035,0.026697594
25/09/2025,EU2035,0.020867609
26/09/2025,EU2035,0.020054589
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
